artist	track	wks	t10	pk_rank	pk_streams	total_streams
T.R.I	Sau Chia Tay...Ai Cũng Khác	1	0	182	20719	20719
KARD	Bomb Bomb	2	0	145	10772	20666
BAEKHYUN	UN Village	1	0	103	20613	20613
Kontra K	Sirenen	1	0	192	20595	20595
Marshmello	You Can Cry	3	0	72	8063	20572
Cá Hồi Hoang	4S	4	0	131	5847	20434
Justin Bieber	Habitual	1	0	164	20206	20206
Olly Alexander (Years & Years)	If You're Over Me	4	0	139	5595	20185
Taylor Swift	Beautiful Ghosts	1	0	128	20171	20171
Hoài Lâm	Cô Đơn Trong Nhà Mình	1	0	194	20155	20155
Bảo Anh	Trái Tim Em Cũng Biết Đau	2	0	103	13359	20142
WAVYVIBE	Goodnight	1	0	198	20066	20066
DatKaa	Dừng Thương	1	0	196	20058	20058
ERIK	Yêu Chưa Bao Giờ Là Sai	2	0	50	10525	20031
Kane Brown	Be Like That	1	0	197	19911	19911
Justin Bieber	Second Emotion	1	0	169	19908	19908
Jeremy Zucker	not ur friend	1	0	194	19864	19864
Selena Gomez	Vulnerable	1	0	134	19803	19803
ERIK	Ăn Sáng Nha - Original Version	1	0	168	19784	19784
BOL4	Leo	1	0	182	19695	19695
Mỹ Linh	Những giấc mơ dài	2	0	86	11431	19641
Charlie Puth	Hard On Yourself	1	0	197	19580	19580
Nguyễn Trọng Tài	Bất Lực	1	0	142	19577	19577
Travis Scott	STARGAZING	3	0	75	8277	19552
Eminem	Venom - Music From The Motion Picture	3	0	108	7097	19538
Selena Gomez	Dance Again	1	0	140	19431	19431
Lệ Quyên	Giac Mo Co That	1	0	18	19336	19336
NCT DREAM	BOOM	1	0	112	18836	18836
Cá Hồi Hoang	Tầng Thượng 102	1	0	200	18808	18808
Vũ Cát Tường	The Old You	1	0	147	18784	18784
EXO-CBX	花요일 Blooming Day	3	0	93	8183	18733
Shawn Mendes	Where Were You In The Morning?	2	0	69	9414	18580
Galantis	Bones	2	0	115	9272	18544
Bùi Lan Hương	Mâu Thuẫn	3	0	103	7025	18143
iKON	I’M OK	2	0	99	9590	18088
Coldplay	Orphans	1	0	157	18037	18037
Ariana Grande	sweetener	2	0	46	11992	17900
Justin Bieber	Changes	1	0	192	17767	17767
Vũ Cát Tường	Gió	1	0	161	17755	17755
Lady Gaga	Music To My Eyes	3	0	114	6752	17715
Lana Del Rey	hope is a dangerous thing for a woman like me to have - but I have it	2	0	72	11096	17686
SHAUN	Lunisolar	3	0	94	7129	17669
XXXTENTACION	BAD!	3	0	121	6694	17604
TRANG	Nếu Anh Cần Tôi	1	0	164	17530	17530
Lady Gaga	Why Did You Do That?	3	0	124	6447	17452
CL	+DONE161201+	1	0	193	17418	17418
Selena Gomez	People You Know	1	0	172	17409	17409
KANGDANIEL	What are you up to	1	0	133	17395	17395
Da LAB	Mot Nha	2	0	181	8741	17356
Thu Minh	Ánh Sáng Đời Tôi	2	0	75	8831	17308
LOONA	So What	1	0	194	17239	17239
Phạm Toàn Thắng	Em Giấu Điều Gì Trong Đôi Mắt	1	0	138	17096	17096
Taylor Swift	...Ready For It?	2	0	129	10420	17007
Demi Lovato	Anyone	1	0	177	16880	16880
Pharrell Williams	Sangria Wine	2	0	62	11071	16869
The Carters	APESHIT	3	0	136	5783	16842
Jay Chou	說好不哭	1	0	151	16804	16804
Sơn Tùng M-TP	Không Phải Dạng Vừa Đâu	3	0	99	7147	16728
Katie Sky	Monsters	1	0	155	16725	16725
Eminem	Fall	2	0	61	10429	16693
Selena Gomez	Crowded Room	1	0	181	16629	16629
Ed Sheeran	Remember The Name	1	0	146	16537	16537
Đức Phúc	Hết Thương Cạn Nhớ	1	0	147	16521	16521
JINU	CALL ANYTIME	1	0	146	16489	16489
Nick Jonas	Right Now	3	0	140	5800	16443
shy martin	Forget to Forget	3	0	116	6443	16420
David Guetta	Better When You're Gone	2	0	151	8532	16399
Tóc Tiên	Vũ Điệu Cồng Chiêng	2	0	114	9766	16372
Zara Larsson	Never Forget You	3	0	173	5411	16029
JayKii	Sao Em No - Original	2	0	74	8460	16018
Lauv	Sims	1	0	156	15921	15921
Martin Garrix	Home	1	0	158	15870	15870
Stormzy	Own It	1	0	189	15855	15855
Panic! At The Disco	Into the Unknown - Panic! At The Disco Version	1	0	191	15817	15817
Strange Imagining	Magnetic	2	0	120	8953	15796
P!nk	What About Us	3	0	177	5683	15730
Eminem	Greatest	2	0	58	10977	15651
Max Richter	A Lamenting Song	2	0	187	8878	15630
TAEYEON	Here I Am	1	0	192	15619	15619
Red Velvet	Umpah Umpah	1	0	169	15616	15616
BLACKPINK	STAY - KR Ver.	2	0	165	10512	15610
Liam Payne	Familiar	3	0	122	6434	15575
Ngoc Lan	Lại Nhớ Người Yêu	2	0	128	9131	15557
The Chainsmokers	You Owe Me	2	0	147	10525	15512
Raiden	The Only	1	0	156	15506	15506
Clean Bandit	Mama	2	0	76	9190	15412
Lana Del Rey	Norman fucking Rockwell	1	0	184	15316	15316
Unknown Artist	Có Một Nơi Như Thế	3	0	137	5890	15286
TAEYEON	Love You Like Crazy	1	0	197	15265	15265
SEVENTEEN	Home	2	0	122	9223	15256
Why Don't We	Talk	3	0	134	5534	15201
Ellie Goulding	Close To Me - Red Velvet Remix	1	0	82	15163	15163
Drake	I'm Upset	3	0	126	5974	15157
TAEYEON	Wine	1	0	199	15121	15121
Quoc-Bao	Tinh Ca Pho	2	0	104	8649	15007
Quang Huy	Vẫn Đợi	2	0	155	10082	14999
Eminem	Not Alike	2	0	68	9853	14994
EXID	Lady	2	0	82	9571	14957
Tiên Tiên	My Everything	2	0	163	9578	14875
Bích Phương	Minh Yeu Nhau Di	1	0	83	14861	14861
Sơn Tùng M-TP	Noi Nay Co Anh	1	0	35	14857	14857
Kiiara	Messy	3	0	163	5187	14826
Bích Phương	Tuổi Gì Mà Chẳng Thích Lì Xì	1	0	159	14822	14822
6ix9ine	TIC TOC	2	0	81	8792	14790
Jonas Blue	Younger	1	0	195	14784	14784
Sigala	We Don't Care	3	0	159	5125	14764
Eminem	Kamikaze	2	0	65	10154	14750
Trịnh Thăng Bình	Mơ	3	0	155	5254	14731
Kanye West	Ghost Town	2	0	78	8441	14639
Ella Mai	Trip	3	0	178	5263	14633
Che Linh & Thah Tuyen	Neu Chung Minh Cach Tro	2	0	139	8672	14531
Alec Benjamin	Demons	1	0	166	14531	14531
BigDaddy	Người Tình Nhỏ Bé	1	0	169	14509	14509
Masew	Buồn Không Em (Masew Remix)	3	0	159	5389	14507
Cá Hồi Hoang	Acid8	1	0	141	14503	14503
Charlie Puth	Mother	1	0	190	14500	14500
Ngô Kiến Huy	Lạc Giữa Nhân Gian	2	0	146	8325	14465
Quang Long	Ve Dau Mai Toc Nguoi Thuong	1	0	92	14396	14396
Uyên Linh	Cảm Ơn Tình Yêu	3	0	161	4923	14348
Hien Thuc	Yêu Dấu Theo Gió Bay	2	0	156	7860	14310
Martin Garrix	Game Over	2	0	65	9704	14276
Liam Payne	For You (Fifty Shades Freed) (& Rita Ora)	2	0	167	9486	14255
Mabel	Mad Love	1	0	147	14224	14224
Chi Dân	Anh Khong Sao Dau	3	0	167	4859	14139
Shawn Mendes	Fallin' All In You	3	0	189	4795	14076
ZAYN	Too Much	2	0	71	8602	14073
Bela Nemeth	Talisman Stallion	2	0	161	7715	13843
WINNER	AIR	2	0	103	8731	13720
Why Don't We	I Still Do	1	0	194	13666	13666
Demi Lovato	Sober	2	0	75	8736	13652
ZAYN	Fingers	2	0	125	7006	13622
Wanna One	Spring Breeze	2	0	82	8524	13557
NHD media	Tinh Yeu Mau Nang	1	0	100	13544	13544
Loote	tomorrow tonight	1	0	190	13390	13390
Lauv	Bracelet	2	0	103	7298	13389
NCT DREAM	Don’t Need Your Love	1	0	158	13377	13377
Lil Nas X	Rodeo	1	0	176	13350	13350
